Timestamp,AppTime,GlobalBlock,Type,HeadPos,HeadRot(pitch yaw roll),EyeDirection,LeftEyeOpen,RightEyeOpen,EyeTarget,HeadPosAnchored,HeadForthAnchored,EyeDirectionAnchored,FixationPointAnchored,optiRbodyposA,optiRbodyposB,optiRbodyrotA,optiRbodyrotB,AmplitudeDeg,DirectionRadial,EyeLeft,EyeRight,VelocityDegps,Message
12:14:42:420,153.1699,0,RTdata,0.002 -0.029 -0.080,349.592 355.238 0.168,0.000 0.000 0.000,0,0,none,0.091 0.973 -0.269,-0.094 0.181 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:455,153.2057,0,RTdata,0.002 -0.029 -0.080,349.633 355.221 0.180,0.000 0.000 0.000,0,0,none,0.091 0.973 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:477,153.2282,0,RTdata,0.002 -0.029 -0.080,349.583 355.218 0.171,0.000 0.000 0.000,0,0,none,0.091 0.973 -0.269,-0.094 0.181 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:497,153.2495,0,RTdata,0.002 -0.029 -0.080,349.613 355.211 0.176,0.000 0.000 0.000,0,0,none,0.091 0.973 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:519,153.2705,0,RTdata,0.002 -0.029 -0.080,349.617 355.213 0.173,0.000 0.000 0.000,0,0,none,0.091 0.973 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:554,153.3056,0,RTdata,0.002 -0.029 -0.080,349.603 355.207 0.174,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:574,153.3269,0,RTdata,0.002 -0.029 -0.080,349.607 355.204 0.176,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:595,153.3469,0,RTdata,0.002 -0.029 -0.080,349.581 355.208 0.175,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.181 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:615,153.3674,0,RTdata,0.002 -0.029 -0.080,349.617 355.209 0.178,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:656,153.4063,0,RTdata,0.002 -0.029 -0.080,349.578 355.211 0.171,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.181 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:676,153.4281,0,RTdata,0.002 -0.029 -0.080,349.611 355.204 0.176,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:697,153.449,0,RTdata,0.002 -0.029 -0.080,349.604 355.204 0.179,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:720,153.4701,0,RTdata,0.002 -0.029 -0.080,349.583 355.210 0.176,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.181 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:756,153.5065,0,RTdata,0.003 -0.029 -0.080,349.610 355.209 0.176,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:778,153.5286,0,RTdata,0.003 -0.029 -0.080,349.581 355.211 0.173,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.181 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:800,153.5511,0,RTdata,0.003 -0.029 -0.080,349.610 355.206 0.179,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:839,153.5896,0,RTdata,0.003 -0.029 -0.080,349.579 355.211 0.171,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.181 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:859,153.6122,0,RTdata,0.003 -0.029 -0.080,349.604 355.209 0.168,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.180 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:889,153.6389,0,RTdata,0.003 -0.029 -0.080,349.588 355.213 0.173,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.181 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
12:14:42:909,153.6616,0,RTdata,0.003 -0.029 -0.080,349.596 355.214 0.172,0.000 0.000 0.000,0,0,none,0.091 0.972 -0.269,-0.094 0.181 0.979,0.000 0.000 0.000,0.088 1.002 -0.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.000,0.000,0.000 0.000,0.000 0.000,0.000,
