Timestamp,AppTime,GlobalBlock,Type,HeadPos,HeadRot(pitch yaw roll),EyeDirection,LeftEyeOpen,RightEyeOpen,EyeTarget,HeadPosAnchored,HeadForthAnchored,EyeDirectionAnchored,FixationPointAnchored,optiRbodyposA,optiRbodyposB,optiRbodyrotA,optiRbodyrotB,Message
14:09:23:370,2172.389,11,Event,,,,0.0,0.0,none,,,,,,,,,Mark should happen if checked on terminal.
14:09:23:371,2172.389,11,Event,,,,0.0,0.0,none,,,,,,,,,coinsetID:1 absolute and delta(local position)
14:09:23:404,2172.423,11,RTdata,-6.793 -0.035 -8.372,0.156 87.150 356.613,0.992 -0.078 0.099,1.0,1.0,fakeWallWest,1.655 1.409 1.546,-0.962 -0.003 -0.272,-0.945 -0.078 -0.318,0.777 1.342 1.203,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:437,2172.456,11,RTdata,-6.794 -0.035 -8.375,0.323 92.595 356.678,0.990 -0.062 -0.123,1.0,1.0,fakeWallWest,1.655 1.409 1.550,-0.984 -0.006 -0.179,-0.993 -0.062 -0.101,0.495 1.341 1.377,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:471,2172.489,11,RTdata,-6.796 -0.036 -8.378,0.316 98.046 356.675,0.976 -0.050 -0.210,1.0,1.0,fakeWallWest,1.656 1.408 1.553,-0.996 -0.006 -0.085,-0.999 -0.050 -0.014,0.813 1.370 1.502,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:505,2172.523,11,RTdata,-6.798 -0.035 -8.381,0.333 103.351 356.677,0.957 -0.048 -0.285,1.0,1.0,fakeWallWest,1.657 1.409 1.555,-1.000 -0.006 0.007,-0.997 -0.048 0.064,0.723 1.368 1.573,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:537,2172.556,11,RTdata,-6.800 -0.035 -8.382,0.473 108.371 356.682,0.934 -0.056 -0.354,1.0,1.0,fakeWallWest,1.659 1.409 1.558,-0.995 -0.008 0.095,-0.989 -0.056 0.136,0.817 1.367 1.598,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:571,2172.59,11,RTdata,-6.803 -0.035 -8.383,0.691 113.214 356.654,0.918 -0.065 -0.391,1.0,1.0,fakeWallWest,1.662 1.409 1.559,-0.984 -0.012 0.179,-0.982 -0.065 0.176,0.610 1.346 1.704,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:604,2172.623,11,RTdata,-6.805 -0.034 -8.383,0.865 117.506 356.627,0.896 -0.061 -0.439,1.0,1.0,fakeWallWest,1.664 1.410 1.560,-0.968 -0.015 0.252,-0.972 -0.061 0.228,0.192 1.324 1.851,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:637,2172.656,11,RTdata,-6.807 -0.033 -8.382,0.903 121.032 356.803,0.887 -0.090 -0.453,1.0,1.0,fakeWallWest,1.665 1.411 1.559,-0.950 -0.016 0.311,-0.966 -0.090 0.243,-0.354 1.229 2.010,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:670,2172.689,11,RTdata,-6.807 -0.033 -8.380,0.943 123.746 357.195,0.862 -0.066 -0.503,1.0,1.0,fakeWallWest,1.666 1.411 1.557,-0.935 -0.016 0.355,-0.952 -0.066 0.298,-0.335 1.281 2.083,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:704,2172.723,11,RTdata,-6.807 -0.032 -8.378,0.993 125.871 357.658,0.727 -0.138 -0.673,1.0,1.0,fakeGround,1.667 1.412 1.555,-0.921 -0.017 0.390,-0.859 -0.138 0.493,-3.043 0.665 4.152,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:738,2172.757,11,RTdata,-6.806 -0.033 -8.375,1.008 127.444 358.150,0.741 -0.115 -0.661,1.0,1.0,fakeGround,1.666 1.411 1.552,-0.910 -0.018 0.415,-0.870 -0.115 0.479,0.978 1.325 1.920,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:771,2172.79,11,RTdata,-6.805 -0.034 -8.373,1.105 128.510 358.702,0.740 -0.119 -0.662,1.0,1.0,fakeGround,1.666 1.410 1.549,-0.902 -0.019 0.432,-0.869 -0.119 0.480,0.980 1.322 1.920,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:804,2172.823,11,RTdata,-6.803 -0.034 -8.370,1.243 129.181 359.258,0.739 -0.119 -0.663,1.0,1.0,fakeGround,1.665 1.410 1.547,-0.897 -0.022 0.442,-0.868 -0.119 0.481,0.982 1.321 1.921,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:838,2172.857,11,RTdata,-6.802 -0.035 -8.368,1.333 129.528 359.875,0.736 -0.118 -0.667,1.0,1.0,fakeGround,1.664 1.409 1.544,-0.894 -0.023 0.448,-0.866 -0.118 0.485,0.984 1.321 1.923,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:871,2172.89,11,RTdata,-6.801 -0.036 -8.366,1.470 129.501 0.511,0.735 -0.117 -0.668,1.0,1.0,fakeGround,1.663 1.408 1.542,-0.894 -0.026 0.447,-0.866 -0.117 0.487,0.985 1.321 1.924,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:904,2172.923,11,RTdata,-6.799 -0.037 -8.365,1.648 129.116 1.054,0.729 -0.123 -0.673,1.0,1.0,fakeGround,1.662 1.407 1.541,-0.897 -0.029 0.441,-0.861 -0.123 0.493,0.988 1.316 1.930,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:938,2172.957,11,RTdata,-6.798 -0.038 -8.365,1.801 128.335 1.312,0.733 -0.125 -0.669,1.0,1.0,fakeGround,1.661 1.406 1.540,-0.903 -0.031 0.429,-0.864 -0.125 0.488,0.986 1.313 1.928,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:23:972,2172.99,11,RTdata,-6.796 -0.038 -8.366,1.904 127.167 1.350,0.735 -0.128 -0.666,1.0,1.0,fakeGround,1.659 1.406 1.541,-0.911 -0.033 0.410,-0.866 -0.128 0.484,0.983 1.310 1.927,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:004,2173.023,11,RTdata,-6.794 -0.039 -8.367,1.997 125.621 1.320,0.729 -0.150 -0.668,1.0,1.0,fakeGround,1.657 1.405 1.541,-0.922 -0.035 0.386,-0.860 -0.150 0.488,-0.077 1.107 2.555,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:039,2173.057,11,RTdata,-6.792 -0.039 -8.369,2.162 123.667 1.217,0.738 -0.150 -0.658,1.0,1.0,fakeGround,1.654 1.405 1.543,-0.934 -0.038 0.354,-0.866 -0.150 0.476,-0.093 1.107 2.542,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:072,2173.09,11,RTdata,-6.790 -0.039 -8.372,2.293 121.437 1.064,0.865 -0.162 -0.475,1.0,1.0,fakeGround,1.651 1.405 1.545,-0.947 -0.040 0.317,-0.949 -0.162 0.269,-0.255 1.085 2.127,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:106,2173.124,11,RTdata,-6.787 -0.039 -8.375,2.310 118.847 0.853,0.938 -0.153 -0.310,1.0,1.0,fakeGround,1.648 1.405 1.548,-0.961 -0.040 0.274,-0.984 -0.153 0.092,-0.364 1.094 1.782,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:138,2173.157,11,RTdata,-6.784 -0.039 -8.379,2.156 116.068 0.567,0.942 -0.103 -0.321,1.0,1.0,fakeWallWest,1.644 1.405 1.551,-0.973 -0.038 0.227,-0.989 -0.103 0.102,-0.351 1.196 1.805,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:172,2173.191,11,RTdata,-6.782 -0.039 -8.384,1.885 113.076 0.311,0.940 -0.102 -0.325,1.0,1.0,fakeWallWest,1.641 1.405 1.555,-0.984 -0.033 0.176,-0.989 -0.102 0.107,-0.342 1.199 1.820,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:205,2173.224,11,RTdata,-6.779 -0.039 -8.389,1.614 109.960 0.263,0.954 -0.153 -0.259,1.0,1.0,fakeGround,1.637 1.405 1.559,-0.992 -0.028 0.122,-0.987 -0.153 0.039,-0.352 1.089 1.744,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:238,2173.257,11,RTdata,-6.777 -0.040 -8.394,1.311 106.820 0.384,0.943 -0.113 -0.314,1.0,1.0,nothing,1.634 1.404 1.564,-0.997 -0.023 0.068,-0.989 -0.113 0.095,-0.349 1.175 1.807,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:272,2173.291,11,RTdata,-6.775 -0.040 -8.401,0.907 103.595 0.619,0.942 -0.106 -0.320,1.0,1.0,fakeWallWest,1.630 1.404 1.570,-1.000 -0.016 0.012,-0.989 -0.106 0.101,-0.359 1.187 1.826,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:306,2173.324,11,RTdata,-6.772 -0.038 -8.409,0.441 100.555 0.881,0.985 -0.131 -0.111,1.0,1.0,fakeGround,1.626 1.406 1.577,-0.999 -0.008 -0.041,-0.985 -0.131 -0.112,-0.370 1.136 1.401,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:339,2173.358,11,RTdata,-6.769 -0.037 -8.417,359.869 97.636 1.183,0.997 -0.062 -0.036,1.0,1.0,fakeWallWest,1.621 1.407 1.585,-0.996 0.002 -0.092,-0.980 -0.062 -0.188,-0.362 1.275 1.253,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:373,2173.391,11,RTdata,-6.766 -0.037 -8.427,359.356 95.019 1.287,0.998 -0.056 -0.020,1.0,1.0,fakeWallWest,1.616 1.407 1.593,-0.990 0.011 -0.137,-0.977 -0.056 -0.204,-0.357 1.288 1.224,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:406,2173.425,11,RTdata,-6.763 -0.037 -8.436,358.891 92.801 1.127,0.994 -0.103 0.033,1.0,1.0,fakeWallWest,1.611 1.407 1.602,-0.984 0.019 -0.176,-0.962 -0.103 -0.254,-0.343 1.194 1.122,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:439,2173.458,11,RTdata,-6.759 -0.037 -8.446,358.285 90.514 1.025,0.996 -0.076 0.048,1.0,1.0,fakeWallWest,1.605 1.407 1.610,-0.976 0.030 -0.215,-0.960 -0.076 -0.270,-20.657 -0.479 -4.144,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:473,2173.491,11,RTdata,-6.754 -0.038 -8.454,357.758 87.953 0.992,0.994 -0.074 0.082,1.0,1.0,fakeWallWest,1.598 1.406 1.618,-0.965 0.039 -0.258,-0.950 -0.074 -0.302,-2.184 1.100 0.510,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:506,2173.525,11,RTdata,-6.749 -0.038 -8.462,357.587 85.081 1.034,0.990 -0.072 0.117,1.0,1.0,fakeWallWest,1.591 1.406 1.624,-0.951 0.042 -0.306,-0.939 -0.072 -0.336,-0.630 1.240 0.892,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:539,2173.558,11,RTdata,-6.744 -0.038 -8.468,357.699 81.869 1.233,0.990 -0.043 0.135,1.0,1.0,fakeWallWest,1.585 1.406 1.628,-0.932 0.040 -0.359,-0.935 -0.043 -0.353,-0.407 1.322 0.940,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:573,2173.591,11,RTdata,-6.739 -0.038 -8.472,357.975 78.365 1.530,0.983 -0.053 0.173,1.0,1.0,fakeWallWest,1.579 1.406 1.632,-0.909 0.035 -0.415,-0.920 -0.053 -0.389,-1.997 1.218 0.251,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:606,2173.625,11,RTdata,-6.734 -0.038 -8.476,358.413 74.643 1.936,0.974 -0.047 0.221,1.0,1.0,fakeWallWest,1.574 1.406 1.634,-0.880 0.028 -0.474,-0.900 -0.047 -0.433,-2.088 1.239 0.021,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:638,2173.657,11,RTdata,-6.730 -0.038 -8.478,358.953 70.697 2.360,0.967 -0.077 0.244,1.0,1.0,fakeWallWest,1.569 1.406 1.635,-0.846 0.018 -0.533,-0.888 -0.077 -0.454,0.405 1.317 1.089,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:673,2173.692,11,RTdata,-6.726 -0.037 -8.480,359.515 66.422 2.627,0.949 -0.080 0.306,1.0,1.0,fakeWallWest,1.565 1.407 1.636,-0.804 0.008 -0.595,-0.856 -0.080 -0.511,0.517 1.327 1.108,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:706,2173.724,11,RTdata,-6.724 -0.037 -8.480,359.932 62.294 2.673,0.924 -0.062 0.378,1.0,1.0,fakeWallWest,1.563 1.407 1.636,-0.759 0.001 -0.651,-0.816 -0.062 -0.575,0.188 1.313 0.741,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:739,2173.758,11,RTdata,-6.722 -0.037 -8.480,0.134 58.113 2.538,0.845 -0.045 0.533,1.0,1.0,fakeWallSouth,1.561 1.407 1.636,-0.709 -0.002 -0.705,-0.704 -0.045 -0.709,0.600 1.353 0.738,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:774,2173.792,11,RTdata,-6.721 -0.036 -8.480,0.148 54.211 2.294,0.813 -0.043 0.581,1.0,1.0,fakeWallSouth,1.560 1.408 1.635,-0.660 -0.003 -0.751,-0.662 -0.043 -0.748,0.767 1.362 0.800,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:807,2173.825,11,RTdata,-6.720 -0.036 -8.480,0.149 50.743 2.130,0.780 -0.043 0.625,1.0,1.0,fakeWallSouth,1.560 1.408 1.635,-0.613 -0.003 -0.790,-0.620 -0.043 -0.783,0.905 1.368 0.860,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:840,2173.858,11,RTdata,-6.720 -0.035 -8.479,0.289 47.776 2.030,0.741 -0.048 0.670,1.0,1.0,fakeWallSouth,1.559 1.409 1.634,-0.571 -0.005 -0.821,-0.572 -0.048 -0.819,0.863 1.358 0.692,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:872,2173.891,11,RTdata,-6.720 -0.035 -8.478,0.526 45.381 1.906,0.707 -0.052 0.705,1.0,1.0,fakeWallSouth,1.559 1.409 1.633,-0.537 -0.009 -0.844,-0.532 -0.052 -0.845,0.872 1.351 0.590,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:906,2173.925,11,RTdata,-6.720 -0.034 -8.477,0.757 43.379 1.865,0.683 -0.058 0.728,1.0,1.0,fakeWallSouth,1.559 1.410 1.632,-0.507 -0.013 -0.862,-0.503 -0.058 -0.862,0.948 1.348 0.626,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:939,2173.958,11,RTdata,-6.720 -0.033 -8.477,0.876 41.862 1.827,0.651 -0.050 0.757,1.0,1.0,fakeWallSouth,1.560 1.411 1.632,-0.484 -0.015 -0.875,-0.466 -0.050 -0.884,0.961 1.353 0.532,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:24:974,2173.992,11,RTdata,-6.720 -0.033 -8.476,0.837 40.725 1.708,0.620 -0.070 0.781,1.0,1.0,fakeWallSouth,1.560 1.411 1.631,-0.466 -0.015 -0.884,-0.430 -0.070 -0.900,0.083 1.176 -1.383,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:007,2174.025,11,RTdata,-6.720 -0.032 -8.476,0.711 39.922 1.507,0.606 -0.071 0.792,1.0,1.0,fakeWallSouth,1.560 1.412 1.631,-0.454 -0.012 -0.891,-0.413 -0.071 -0.908,-0.149 1.120 -2.051,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:039,2174.059,11,RTdata,-6.721 -0.033 -8.476,0.529 39.420 1.246,0.594 -0.067 0.802,1.0,1.0,fakeWallSouth,1.561 1.411 1.631,-0.446 -0.009 -0.895,-0.399 -0.067 -0.914,0.364 1.212 -1.078,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:073,2174.092,11,RTdata,-6.722 -0.033 -8.476,0.306 39.222 0.948,0.588 -0.064 0.807,1.0,1.0,fakeWallSouth,1.562 1.411 1.631,-0.443 -0.005 -0.896,-0.392 -0.064 -0.918,0.056 1.160 -1.873,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:107,2174.126,11,RTdata,-6.723 -0.033 -8.475,0.109 39.306 0.608,0.584 -0.058 0.810,1.0,1.0,fakeWallSouth,1.563 1.411 1.631,-0.444 -0.002 -0.896,-0.388 -0.058 -0.920,0.423 1.238 -1.078,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:140,2174.159,11,RTdata,-6.724 -0.034 -8.475,359.984 39.593 0.333,0.519 -0.005 0.855,1.0,1.0,fakeWallSouth,1.564 1.410 1.631,-0.449 0.000 -0.894,-0.315 -0.005 -0.949,1.056 1.403 0.088,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:174,2174.193,11,RTdata,-6.725 -0.033 -8.475,359.864 40.098 0.132,0.515 -0.022 0.857,1.0,1.0,fakeWallSouth,1.566 1.411 1.631,-0.457 0.002 -0.890,-0.310 -0.022 -0.950,1.068 1.375 0.080,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:208,2174.226,11,RTdata,-6.727 -0.032 -8.474,359.610 40.767 0.070,0.512 -0.035 0.858,1.0,1.0,fakeWallSouth,1.567 1.412 1.631,-0.467 0.007 -0.884,-0.307 -0.035 -0.951,1.082 1.349 0.072,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:240,2174.259,11,RTdata,-6.729 -0.031 -8.474,359.208 41.484 0.135,0.528 -0.007 0.849,1.0,1.0,fakeWallSouth,1.569 1.413 1.631,-0.478 0.014 -0.878,-0.325 -0.007 -0.946,1.381 1.412 1.073,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:274,2174.292,11,RTdata,-6.731 -0.030 -8.474,358.649 42.187 0.259,0.539 -0.006 0.842,1.0,1.0,fakeWallSouth,1.571 1.414 1.631,-0.489 0.024 -0.872,-0.337 -0.006 -0.942,1.401 1.412 1.140,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:308,2174.326,11,RTdata,-6.732 -0.028 -8.473,357.915 42.921 0.409,0.565 0.096 0.820,1.0,1.0,fakeWallSouth,1.573 1.416 1.631,-0.500 0.036 -0.865,-0.367 0.096 -0.925,1.474 1.445 1.379,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:341,2174.359,11,RTdata,-6.734 -0.027 -8.473,357.180 43.663 0.553,0.570 0.089 0.817,1.0,1.0,fakeWallSouth,1.574 1.417 1.631,-0.511 0.049 -0.858,-0.373 0.089 -0.924,1.474 1.442 1.379,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:374,2174.393,11,RTdata,-6.735 -0.026 -8.472,356.617 44.409 0.676,0.581 0.088 0.809,1.0,1.0,fakeWallSouth,1.575 1.418 1.630,-0.521 0.059 -0.851,-0.386 0.088 -0.919,1.472 1.444 1.381,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:407,2174.426,11,RTdata,-6.735 -0.026 -8.471,356.323 45.146 0.772,0.600 0.112 0.792,1.0,1.0,fakeWallSouth,1.576 1.418 1.629,-0.532 0.064 -0.844,-0.408 0.112 -0.906,1.546 1.432 1.562,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:440,2174.459,11,RTdata,-6.735 -0.026 -8.469,356.300 45.834 0.856,0.603 0.094 0.792,1.0,1.0,fakeWallSouth,1.576 1.418 1.627,-0.542 0.065 -0.838,-0.411 0.094 -0.907,1.545 1.429 1.560,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:474,2174.493,11,RTdata,-6.734 -0.026 -8.467,356.535 46.473 0.928,0.648 -0.031 0.761,1.0,1.0,fakeWallSouth,1.576 1.418 1.625,-0.552 0.060 -0.832,-0.461 -0.031 -0.887,1.542 1.420 1.560,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:507,2174.526,11,RTdata,-6.733 -0.027 -8.465,356.905 46.874 1.036,0.690 -0.080 0.720,1.0,1.0,fakeWallSouth,1.575 1.417 1.623,-0.558 0.054 -0.828,-0.511 -0.080 -0.856,1.538 1.416 1.560,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:541,2174.56,11,RTdata,-6.732 -0.028 -8.462,357.325 47.031 1.125,0.682 -0.085 0.726,1.0,1.0,fakeWallSouth,1.575 1.416 1.620,-0.560 0.047 -0.827,-0.503 -0.085 -0.860,1.538 1.415 1.557,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:574,2174.593,11,RTdata,-6.731 -0.028 -8.459,357.766 46.976 1.179,0.684 -0.088 0.725,1.0,1.0,fakeWallSouth,1.575 1.416 1.617,-0.560 0.039 -0.828,-0.504 -0.088 -0.859,1.537 1.414 1.554,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:608,2174.626,11,RTdata,-6.730 -0.029 -8.456,358.245 46.751 1.236,0.682 -0.089 0.726,1.0,1.0,fakeWallSouth,1.575 1.415 1.613,-0.556 0.031 -0.830,-0.503 -0.089 -0.860,1.537 1.413 1.551,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:641,2174.66,11,RTdata,-6.729 -0.030 -8.452,358.747 46.410 1.313,0.683 -0.098 0.724,1.0,1.0,fakeWallSouth,1.574 1.414 1.610,-0.552 0.022 -0.834,-0.504 -0.098 -0.858,1.537 1.412 1.548,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:674,2174.693,11,RTdata,-6.729 -0.031 -8.449,359.306 45.941 1.414,0.687 -0.079 0.722,1.0,1.0,fakeWallSouth,1.574 1.413 1.607,-0.545 0.012 -0.838,-0.508 -0.079 -0.858,1.537 1.412 1.544,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:708,2174.727,11,RTdata,-6.728 -0.032 -8.446,359.992 45.336 1.523,0.689 -0.077 0.721,1.0,1.0,fakeWallSouth,1.574 1.412 1.603,-0.536 0.000 -0.844,-0.510 -0.077 -0.857,1.536 1.412 1.541,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:741,2174.76,11,RTdata,-6.727 -0.033 -8.442,0.897 44.342 1.682,0.684 -0.083 0.725,1.0,1.0,fakeWallSouth,1.574 1.411 1.599,-0.521 -0.016 -0.853,-0.504 -0.083 -0.860,1.537 1.410 1.537,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:775,2174.794,11,RTdata,-6.727 -0.034 -8.438,2.029 42.682 1.785,0.677 -0.088 0.731,1.0,1.0,fakeWallSouth,1.575 1.410 1.595,-0.496 -0.035 -0.868,-0.497 -0.088 -0.863,1.537 1.409 1.534,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:808,2174.826,11,RTdata,-6.727 -0.036 -8.433,3.202 40.360 1.839,0.631 -0.094 0.770,1.0,1.0,fakeWallSouth,1.576 1.408 1.591,-0.460 -0.056 -0.886,-0.443 -0.094 -0.892,1.541 1.406 1.527,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
