Timestamp,AppTime,GlobalBlock,Type,HeadPos,HeadRot(pitch yaw roll),EyeDirection,LeftEyeOpen,RightEyeOpen,EyeTarget,HeadPosAnchored,HeadForthAnchored,EyeDirectionAnchored,FixationPointAnchored,optiRbodyposA,optiRbodyposB,optiRbodyrotA,optiRbodyrotB,Message
14:11:49:796,2313.381,12,RTdata,-5.565 -0.045 -3.893,0.973 209.767 2.113,-0.371 0.064 -0.926,1.0,1.0,fakeWallNorth,1.459 1.399 -3.094,0.290 -0.017 0.957,0.155 0.064 0.986,1.681 1.497 -1.664,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:49:829,2313.414,12,RTdata,-5.565 -0.045 -3.893,1.069 209.876 2.161,-0.374 0.062 -0.925,1.0,1.0,fakeWallNorth,1.459 1.399 -3.094,0.292 -0.019 0.956,0.158 0.062 0.986,1.688 1.496 -1.640,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:49:861,2313.447,12,RTdata,-5.565 -0.045 -3.893,1.135 209.972 2.260,-0.373 0.061 -0.926,1.0,1.0,fakeWallNorth,1.459 1.399 -3.094,0.293 -0.020 0.956,0.157 0.061 0.986,1.717 1.506 -1.454,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:49:895,2313.48,12,RTdata,-5.565 -0.045 -3.893,1.029 209.993 2.415,-0.369 0.059 -0.928,1.0,1.0,fakeWallNorth,1.459 1.399 -3.094,0.294 -0.018 0.956,0.152 0.059 0.987,1.726 1.503 -1.358,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:49:928,2313.513,12,RTdata,-5.565 -0.045 -3.894,0.747 209.927 2.653,-0.249 -0.056 -0.967,1.0,1.0,fakeWallNorth,1.459 1.399 -3.094,0.292 -0.013 0.956,0.027 -0.056 0.998,1.568 1.171 0.840,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:49:962,2313.547,12,RTdata,-5.564 -0.045 -3.894,0.540 209.812 2.886,-0.235 -0.072 -0.969,1.0,1.0,fakeWallNorth,1.458 1.399 -3.094,0.291 -0.009 0.957,0.012 -0.072 0.997,1.474 1.321 -1.983,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:49:994,2313.58,12,RTdata,-5.564 -0.044 -3.894,0.432 209.682 3.031,-0.228 -0.091 -0.969,1.0,1.0,fakeWallNorth,1.458 1.400 -3.094,0.288 -0.008 0.957,0.006 -0.091 0.996,1.467 1.302 -1.982,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:028,2313.614,12,RTdata,-5.563 -0.044 -3.894,0.415 209.523 3.072,-0.231 -0.069 -0.970,1.0,1.0,fakeWallNorth,1.457 1.400 -3.094,0.286 -0.007 0.958,0.009 -0.069 0.998,1.459 1.402 -3.023,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:061,2313.647,12,RTdata,-5.563 -0.044 -3.894,0.496 209.346 3.025,-0.226 -0.080 -0.971,1.0,1.0,fakeWallNorth,1.457 1.400 -3.094,0.283 -0.009 0.959,0.004 -0.080 0.997,1.461 1.355 -2.479,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:096,2313.681,12,RTdata,-5.562 -0.045 -3.894,0.620 209.157 2.934,-0.230 -0.066 -0.971,1.0,1.0,fakeWallNorth,1.456 1.399 -3.094,0.280 -0.011 0.960,0.007 -0.066 0.998,1.498 1.145 0.893,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:129,2313.714,12,RTdata,-5.562 -0.045 -3.894,0.718 208.972 2.834,-0.234 -0.055 -0.971,1.0,1.0,fakeWallNorth,1.456 1.399 -3.094,0.276 -0.013 0.961,0.011 -0.055 0.998,1.460 1.392 -2.861,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:162,2313.748,12,RTdata,-5.562 -0.045 -3.894,0.745 208.752 2.766,-0.226 -0.085 -0.970,1.0,1.0,fakeWallNorth,1.456 1.399 -3.094,0.273 -0.013 0.962,0.003 -0.085 0.996,1.461 1.347 -2.433,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:195,2313.78,12,RTdata,-5.561 -0.045 -3.894,0.727 208.539 2.713,-0.227 -0.073 -0.971,1.0,1.0,fakeWallNorth,1.455 1.399 -3.094,0.269 -0.013 0.963,0.004 -0.073 0.997,1.461 1.355 -2.433,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:228,2313.814,12,RTdata,-5.561 -0.044 -3.894,0.693 208.383 2.677,-0.219 -0.094 -0.971,1.0,1.0,fakeWallNorth,1.455 1.399 -3.094,0.267 -0.012 0.964,-0.004 -0.094 0.996,1.455 1.341 -2.433,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:262,2313.848,12,RTdata,-5.561 -0.044 -3.893,0.652 208.289 2.633,-0.213 -0.105 -0.971,1.0,1.0,fakeWallNorth,1.455 1.400 -3.095,0.265 -0.011 0.964,-0.010 -0.105 0.994,1.440 1.201 -1.190,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:294,2313.88,12,RTdata,-5.561 -0.044 -3.893,0.609 208.228 2.582,-0.218 -0.101 -0.971,1.0,1.0,fakeWallNorth,1.455 1.400 -3.095,0.264 -0.011 0.964,-0.005 -0.101 0.995,1.448 1.210 -1.194,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:329,2313.914,12,RTdata,-5.561 -0.044 -3.893,0.590 208.175 2.518,-0.214 -0.115 -0.970,1.0,1.0,fakeWallNorth,1.455 1.400 -3.095,0.263 -0.010 0.965,-0.009 -0.115 0.993,1.440 1.183 -1.192,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:362,2313.948,12,RTdata,-5.561 -0.044 -3.893,0.560 208.138 2.459,-0.213 -0.112 -0.971,1.0,1.0,fakeWallNorth,1.455 1.400 -3.095,0.262 -0.010 0.965,-0.009 -0.112 0.994,1.439 1.188 -1.193,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:396,2313.981,12,RTdata,-5.561 -0.044 -3.892,0.536 208.129 2.436,-0.218 -0.104 -0.970,1.0,1.0,fakeWallNorth,1.455 1.400 -3.096,0.262 -0.009 0.965,-0.005 -0.104 0.995,1.447 1.205 -1.195,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:429,2314.014,12,RTdata,-5.561 -0.044 -3.892,0.564 208.176 2.391,-0.217 -0.107 -0.970,1.0,1.0,fakeWallNorth,1.455 1.400 -3.096,0.263 -0.010 0.965,-0.005 -0.107 0.994,1.444 1.201 -1.195,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:462,2314.048,12,RTdata,-5.561 -0.044 -3.892,0.621 208.250 2.389,-0.215 -0.116 -0.970,1.0,1.0,fakeWallNorth,1.455 1.400 -3.096,0.264 -0.011 0.964,-0.007 -0.116 0.993,1.440 1.184 -1.194,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:496,2314.081,12,RTdata,-5.561 -0.044 -3.891,0.596 208.325 2.408,-0.222 -0.101 -0.970,1.0,1.0,fakeWallNorth,1.455 1.400 -3.097,0.266 -0.010 0.964,0.000 -0.101 0.995,1.453 1.210 -1.197,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:529,2314.115,12,RTdata,-5.561 -0.044 -3.891,0.532 208.380 2.440,-0.221 -0.104 -0.970,1.0,1.0,fakeWallNorth,1.455 1.400 -3.097,0.267 -0.009 0.964,-0.002 -0.104 0.995,1.450 1.204 -1.196,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:563,2314.148,12,RTdata,-5.560 -0.044 -3.891,0.477 208.436 2.481,-0.220 -0.104 -0.970,1.0,1.0,fakeWallNorth,1.455 1.400 -3.098,0.267 -0.008 0.964,-0.002 -0.104 0.995,1.450 1.203 -1.195,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:597,2314.182,12,RTdata,-5.560 -0.044 -3.890,0.411 208.487 2.559,-0.214 -0.120 -0.969,1.0,1.0,fakeWallNorth,1.455 1.400 -3.098,0.268 -0.007 0.963,-0.008 -0.120 0.993,1.438 1.172 -1.192,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:629,2314.215,12,RTdata,-5.559 -0.044 -3.890,0.381 208.523 2.658,-0.216 -0.112 -0.970,1.0,1.0,fakeWallNorth,1.454 1.400 -3.098,0.269 -0.007 0.963,-0.006 -0.112 0.994,1.441 1.189 -1.193,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:664,2314.249,12,RTdata,-5.559 -0.044 -3.890,0.435 208.545 2.735,-0.215 -0.115 -0.970,1.0,1.0,fakeWallNorth,1.454 1.400 -3.098,0.269 -0.008 0.963,-0.008 -0.115 0.993,1.439 1.185 -1.192,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:696,2314.281,12,RTdata,-5.559 -0.044 -3.890,0.499 208.538 2.796,-0.213 -0.116 -0.970,1.0,1.0,fakeWallNorth,1.454 1.400 -3.099,0.269 -0.009 0.963,-0.009 -0.116 0.993,1.437 1.184 -1.192,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:730,2314.315,12,RTdata,-5.558 -0.044 -3.890,0.544 208.525 2.859,-0.214 -0.117 -0.970,1.0,1.0,fakeWallNorth,1.453 1.400 -3.099,0.269 -0.009 0.963,-0.008 -0.117 0.993,1.438 1.181 -1.193,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:763,2314.348,12,RTdata,-5.558 -0.044 -3.889,0.595 208.543 2.913,-0.216 -0.113 -0.970,1.0,1.0,fakeWallNorth,1.453 1.400 -3.099,0.269 -0.010 0.963,-0.006 -0.113 0.994,1.441 1.189 -1.194,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:796,2314.382,12,RTdata,-5.558 -0.044 -3.889,0.636 208.615 2.984,-0.216 -0.113 -0.970,1.0,1.0,fakeWallNorth,1.453 1.400 -3.100,0.270 -0.011 0.963,-0.007 -0.113 0.994,1.438 1.188 -1.194,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:829,2314.415,12,RTdata,-5.558 -0.044 -3.889,0.646 208.722 3.062,-0.221 -0.097 -0.971,1.0,1.0,fakeWallNorth,1.453 1.400 -3.100,0.272 -0.011 0.962,-0.002 -0.097 0.995,1.446 1.219 -1.195,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:864,2314.449,12,RTdata,-5.557 -0.044 -3.888,0.521 208.827 3.110,-0.222 -0.099 -0.970,1.0,1.0,fakeWallNorth,1.453 1.400 -3.101,0.274 -0.009 0.962,0.000 -0.099 0.995,1.450 1.211 -1.196,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:897,2314.482,12,RTdata,-5.557 -0.044 -3.888,0.370 208.882 3.164,-0.219 -0.110 -0.970,1.0,1.0,fakeWallNorth,1.453 1.400 -3.101,0.275 -0.006 0.961,-0.003 -0.110 0.994,1.444 1.188 -1.194,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:931,2314.516,12,RTdata,-5.557 -0.044 -3.887,0.280 208.931 3.228,-0.218 -0.114 -0.969,1.0,1.0,fakeWallNorth,1.453 1.400 -3.102,0.276 -0.005 0.961,-0.004 -0.114 0.993,1.444 1.182 -1.193,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:964,2314.549,12,RTdata,-5.557 -0.043 -3.886,0.154 209.002 3.276,-0.223 -0.097 -0.970,1.0,1.0,fakeWallNorth,1.452 1.401 -3.103,0.277 -0.003 0.961,0.001 -0.097 0.995,1.452 1.215 -1.195,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:50:998,2314.583,12,RTdata,-5.556 -0.043 -3.886,0.024 209.058 3.314,-0.223 -0.101 -0.970,1.0,1.0,fakeWallNorth,1.452 1.401 -3.103,0.278 0.000 0.961,0.000 -0.101 0.995,1.451 1.208 -1.195,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:031,2314.616,12,RTdata,-5.556 -0.043 -3.885,359.926 209.092 3.328,-0.225 -0.100 -0.969,1.0,1.0,fakeWallNorth,1.452 1.401 -3.104,0.278 0.001 0.960,0.002 -0.100 0.995,1.456 1.211 -1.196,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:064,2314.649,12,RTdata,-5.556 -0.043 -3.885,359.790 209.131 3.292,-0.216 -0.135 -0.967,1.0,1.0,fakeGround,1.452 1.401 -3.104,0.279 0.004 0.960,-0.006 -0.135 0.991,1.440 1.140 -1.191,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:098,2314.683,12,RTdata,-5.556 -0.043 -3.885,359.729 209.153 3.259,-0.219 -0.114 -0.969,1.0,1.0,fakeWallNorth,1.453 1.401 -3.104,0.280 0.005 0.960,-0.004 -0.114 0.994,1.445 1.184 -1.192,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:130,2314.716,12,RTdata,-5.557 -0.043 -3.885,359.772 209.154 3.242,-0.218 -0.112 -0.969,1.0,1.0,fakeWallNorth,1.453 1.401 -3.104,0.280 0.004 0.960,-0.005 -0.112 0.994,1.444 1.190 -1.191,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:163,2314.749,12,RTdata,-5.557 -0.043 -3.885,359.792 209.122 3.242,-0.222 -0.102 -0.970,1.0,1.0,fakeWallNorth,1.453 1.401 -3.104,0.279 0.004 0.960,0.000 -0.102 0.995,1.454 1.211 -1.194,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:197,2314.783,12,RTdata,-5.557 -0.043 -3.886,359.832 209.080 3.241,-0.217 -0.117 -0.969,1.0,1.0,fakeWallNorth,1.453 1.401 -3.103,0.278 0.003 0.960,-0.005 -0.117 0.993,1.444 1.181 -1.191,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:231,2314.816,12,RTdata,-5.557 -0.043 -3.886,359.901 209.039 3.238,-0.217 -0.120 -0.969,1.0,1.0,fakeWallNorth,1.453 1.401 -3.103,0.278 0.002 0.961,-0.005 -0.120 0.993,1.446 1.177 -1.192,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:264,2314.849,12,RTdata,-5.558 -0.043 -3.886,359.973 208.993 3.223,-0.217 -0.124 -0.968,1.0,1.0,fakeWallNorth,1.453 1.401 -3.103,0.277 0.000 0.961,-0.005 -0.124 0.992,1.445 1.169 -1.192,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:297,2314.882,12,RTdata,-5.558 -0.043 -3.886,0.047 208.964 3.188,-0.218 -0.121 -0.968,1.0,1.0,fakeWallNorth,1.454 1.401 -3.102,0.276 -0.001 0.961,-0.004 -0.121 0.993,1.446 1.174 -1.192,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:331,2314.916,12,RTdata,-5.559 -0.043 -3.887,0.083 208.966 3.128,-0.257 -0.058 -0.965,1.0,1.0,fakeWallNorth,1.454 1.401 -3.102,0.276 -0.001 0.961,0.034 -0.058 0.998,1.519 1.297 -1.213,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:365,2314.95,12,RTdata,-5.559 -0.043 -3.887,0.070 208.957 3.058,-0.260 -0.063 -0.964,1.0,1.0,fakeWallNorth,1.455 1.401 -3.101,0.276 -0.001 0.961,0.038 -0.063 0.997,1.527 1.286 -1.215,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:400,2314.985,12,RTdata,-5.559 -0.042 -3.887,0.081 208.941 3.000,-0.258 -0.055 -0.964,1.0,1.0,fakeWallNorth,1.455 1.402 -3.101,0.276 -0.001 0.961,0.036 -0.055 0.998,1.524 1.302 -1.214,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:430,2315.016,12,RTdata,-5.560 -0.042 -3.888,0.111 208.908 2.938,-0.260 -0.057 -0.964,1.0,1.0,fakeWallNorth,1.455 1.402 -3.101,0.275 -0.002 0.961,0.037 -0.057 0.998,1.527 1.299 -1.215,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:464,2315.05,12,RTdata,-5.560 -0.043 -3.888,0.143 208.871 2.857,-0.259 -0.059 -0.964,1.0,1.0,fakeWallNorth,1.456 1.401 -3.100,0.275 -0.002 0.962,0.036 -0.059 0.998,1.526 1.294 -1.214,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:498,2315.083,12,RTdata,-5.561 -0.042 -3.888,0.133 208.853 2.813,-0.259 -0.055 -0.964,1.0,1.0,fakeWallNorth,1.456 1.402 -3.100,0.274 -0.002 0.962,0.037 -0.055 0.998,1.526 1.301 -1.214,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:531,2315.117,12,RTdata,-5.562 -0.042 -3.889,0.081 208.839 2.802,-0.259 -0.055 -0.964,1.0,1.0,fakeWallNorth,1.457 1.402 -3.099,0.274 -0.001 0.962,0.037 -0.055 0.998,1.526 1.300 -1.213,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:565,2315.15,12,RTdata,-5.562 -0.042 -3.889,0.025 208.816 2.797,-0.252 -0.072 -0.965,1.0,1.0,fakeWallNorth,1.457 1.402 -3.098,0.274 0.000 0.962,0.030 -0.072 0.997,1.514 1.268 -1.209,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:598,2315.184,12,RTdata,-5.563 -0.042 -3.890,0.042 208.814 2.805,-0.260 -0.055 -0.964,1.0,1.0,fakeWallNorth,1.458 1.402 -3.098,0.274 -0.001 0.962,0.038 -0.055 0.998,1.529 1.302 -1.213,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:631,2315.216,12,RTdata,-5.563 -0.042 -3.890,0.198 208.852 2.804,-0.255 -0.073 -0.964,1.0,1.0,fakeWallNorth,1.458 1.402 -3.097,0.274 -0.003 0.962,0.033 -0.073 0.997,1.519 1.271 -1.209,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:665,2315.25,12,RTdata,-5.564 -0.043 -3.891,0.393 208.934 2.766,-0.260 -0.056 -0.964,1.0,1.0,fakeWallNorth,1.459 1.401 -3.096,0.276 -0.007 0.961,0.038 -0.056 0.998,1.528 1.306 -1.211,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:698,2315.284,12,RTdata,-5.565 -0.043 -3.892,0.550 209.013 2.710,-0.264 -0.065 -0.962,1.0,1.0,fakeWallNorth,1.460 1.401 -3.095,0.277 -0.010 0.961,0.042 -0.065 0.997,1.536 1.287 -1.212,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:731,2315.317,12,RTdata,-5.566 -0.043 -3.893,0.661 209.043 2.670,-0.262 -0.067 -0.963,1.0,1.0,fakeWallNorth,1.460 1.401 -3.094,0.278 -0.012 0.961,0.040 -0.067 0.997,1.536 1.280 -1.210,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:765,2315.351,12,RTdata,-5.567 -0.044 -3.893,0.794 209.037 2.662,-0.261 -0.063 -0.963,1.0,1.0,fakeWallNorth,1.461 1.400 -3.093,0.278 -0.014 0.961,0.039 -0.063 0.997,1.535 1.290 -1.209,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:798,2315.383,12,RTdata,-5.567 -0.044 -3.894,0.950 209.015 2.678,-0.263 -0.062 -0.963,1.0,1.0,fakeWallNorth,1.461 1.400 -3.092,0.277 -0.017 0.961,0.041 -0.062 0.997,1.539 1.292 -1.209,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:831,2315.417,12,RTdata,-5.568 -0.044 -3.895,1.095 208.989 2.694,-0.263 -0.062 -0.963,1.0,1.0,fakeWallNorth,1.461 1.400 -3.091,0.277 -0.019 0.961,0.041 -0.062 0.997,1.540 1.289 -1.208,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:865,2315.45,12,RTdata,-5.568 -0.044 -3.896,1.158 208.964 2.692,-0.263 -0.056 -0.963,1.0,1.0,fakeWallNorth,1.461 1.400 -3.091,0.276 -0.020 0.961,0.041 -0.056 0.998,1.540 1.300 -1.208,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:898,2315.484,12,RTdata,-5.569 -0.044 -3.897,1.170 208.953 2.647,-0.263 -0.063 -0.963,1.0,1.0,fakeWallNorth,1.462 1.400 -3.090,0.276 -0.020 0.961,0.041 -0.063 0.997,1.539 1.285 -1.207,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:931,2315.518,12,RTdata,-5.569 -0.044 -3.898,1.170 208.953 2.599,-0.263 -0.059 -0.963,1.0,1.0,fakeWallNorth,1.462 1.400 -3.089,0.276 -0.020 0.961,0.041 -0.059 0.997,1.540 1.293 -1.206,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:965,2315.551,12,RTdata,-5.569 -0.045 -3.898,1.218 208.949 2.569,-0.263 -0.061 -0.963,1.0,1.0,fakeWallNorth,1.462 1.399 -3.088,0.276 -0.021 0.961,0.041 -0.061 0.997,1.540 1.291 -1.206,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:51:998,2315.584,12,RTdata,-5.570 -0.045 -3.899,1.300 208.934 2.560,-0.264 -0.060 -0.963,1.0,1.0,fakeWallNorth,1.462 1.399 -3.087,0.276 -0.023 0.961,0.042 -0.060 0.997,1.542 1.292 -1.205,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:52:031,2315.617,12,RTdata,-5.570 -0.045 -3.900,1.355 208.894 2.573,-0.264 -0.063 -0.963,1.0,1.0,fakeWallNorth,1.462 1.399 -3.086,0.275 -0.024 0.961,0.042 -0.063 0.997,1.542 1.286 -1.205,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:52:066,2315.651,12,RTdata,-5.570 -0.045 -3.901,1.393 208.830 2.597,-0.263 -0.063 -0.963,1.0,1.0,fakeWallNorth,1.462 1.399 -3.086,0.274 -0.024 0.961,0.041 -0.063 0.997,1.541 1.285 -1.204,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:52:099,2315.685,12,RTdata,-5.570 -0.045 -3.902,1.407 208.768 2.606,-0.261 -0.063 -0.963,1.0,1.0,fakeWallNorth,1.462 1.399 -3.085,0.273 -0.025 0.962,0.039 -0.063 0.997,1.537 1.285 -1.203,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:52:132,2315.718,12,RTdata,-5.570 -0.045 -3.902,1.411 208.699 2.598,-0.240 -0.070 -0.968,1.0,1.0,fakeWallNorth,1.462 1.399 -3.084,0.272 -0.025 0.962,0.017 -0.070 0.997,1.496 1.271 -1.191,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:52:166,2315.751,12,RTdata,-5.570 -0.045 -3.903,1.418 208.628 2.563,-0.234 -0.090 -0.968,1.0,1.0,fakeWallNorth,1.462 1.399 -3.083,0.271 -0.025 0.962,0.012 -0.090 0.996,1.485 1.232 -1.189,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:11:52:200,2315.785,12,RTdata,-5.570 -0.045 -3.903,1.432 208.575 2.518,-0.240 -0.067 -0.968,1.0,1.0,fakeWallNorth,1.462 1.399 -3.083,0.270 -0.025 0.963,0.017 -0.067 0.998,1.496 1.275 -1.191,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
