Timestamp,AppTime,GlobalBlock,Type,HeadPos,HeadRot(pitch yaw roll),EyeDirection,LeftEyeOpen,RightEyeOpen,EyeTarget,HeadPosAnchored,HeadForthAnchored,EyeDirectionAnchored,FixationPointAnchored,optiRbodyposA,optiRbodyposB,optiRbodyrotA,optiRbodyrotB,AmplitudeDeg,DirectionRadial,EyeLeft,EyeRight,VelocityDegps,Message,BlockNum,RoundNum,BlockType,CoinSetID
15:07:40:792,29.12301,0,RTdata,-5.735 0.325 -6.548,2.421 5.825 358.346,0.472 -0.079 0.878,1.0,1.0,fakeWallSouth,2.401 1.733 -0.861,0.042 -0.042 -0.998,-0.341 -0.079 -0.937,1.669 1.550 -2.897,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,105.825 166.534,247.333 96.278,,,,,,4.0
15:07:40:825,29.15657,0,RTdata,-5.759 0.321 -6.535,1.683 6.901 358.140,0.471 -0.075 0.879,1.0,1.0,fakeWallSouth,2.426 1.729 -0.870,0.023 -0.029 -0.999,-0.340 -0.075 -0.937,1.870 1.600 -2.406,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.465,209.422,106.880 164.621,247.293 96.706,13.962,,,,,4.0
15:07:40:859,29.18988,0,RTdata,-5.783 0.319 -6.523,1.070 7.937 357.804,0.481 -0.065 0.875,1.0,1.0,fakeWallSouth,2.452 1.727 -0.879,0.005 -0.019 -1.000,-0.351 -0.065 -0.934,1.840 1.609 -2.514,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.248,211.496,108.248 163.287,246.367 97.869,13.207,,,,,4.0
15:07:40:974,29.30394,0,RTdata,-5.865 0.334 -6.475,359.598 10.470 357.905,0.509 -0.052 0.859,1.0,1.0,fakeWallSouth,2.539 1.742 -0.915,-0.039 0.007 -0.999,-0.381 -0.052 -0.923,1.543 1.585 -3.328,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.349,226.784,111.384 162.942,246.219 97.669,10.462,,,,,4.0
15:07:41:059,29.38995,0,RTdata,-5.918 0.344 -6.434,358.755 11.487 358.108,0.186 -0.026 0.982,1.0,1.0,fakeWallSouth,2.599 1.752 -0.948,-0.057 0.022 -0.998,-0.044 -0.026 -0.999,2.508 1.702 -2.683,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,14.776,155.393,124.657 130.432,267.247 126.542,172.061,,,,,4.0
15:07:41:092,29.42302,0,RTdata,-5.937 0.347 -6.417,358.573 11.555 357.755,0.124 -0.028 0.992,1.0,1.0,fakeWallSouth,2.620 1.755 -0.962,-0.058 0.025 -0.998,0.019 -0.028 -0.999,2.618 1.731 -1.828,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,2.734,199.316,128.222 124.797,271.272 133.700,8.612,,,,,4.0
15:07:41:126,29.4569,0,RTdata,-5.955 0.349 -6.399,358.649 11.530 357.295,0.107 -0.051 0.993,1.0,1.0,fakeWallSouth,2.640 1.757 -0.977,-0.058 0.024 -0.998,0.036 -0.051 -0.998,2.660 1.707 -2.057,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,3.218,198.819,128.796 123.763,271.183 133.672,7.017,,,,,4.0
15:07:41:159,29.49004,0,RTdata,-5.971 0.351 -6.381,358.943 11.412 356.897,0.110 -0.029 0.993,1.0,1.0,fakeWallSouth,2.658 1.759 -0.993,-0.056 0.018 -0.998,0.033 -0.029 -0.999,2.673 1.738 -2.013,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,128.451 123.042,271.929 132.830,,,,,,4.0
15:07:41:193,29.5239,0,RTdata,-5.986 0.352 -6.362,359.340 11.284 356.656,0.111 -0.027 0.993,1.0,1.0,fakeWallSouth,2.676 1.760 -1.009,-0.054 0.012 -0.999,0.032 -0.027 -0.999,2.690 1.743 -2.011,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,127.924 122.244,272.584 131.968,,,,,,4.0
15:07:41:226,29.55712,0,RTdata,-6.000 0.352 -6.344,359.634 11.183 356.556,0.112 -0.030 0.993,1.0,1.0,fakeWallSouth,2.692 1.760 -1.025,-0.052 0.006 -0.999,0.031 -0.030 -0.999,2.709 1.738 -2.090,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,127.464 121.719,273.378 131.260,,,,,,4.0
15:07:41:260,29.59073,0,RTdata,-6.012 0.352 -6.324,359.754 11.028 356.519,0.110 -0.027 0.994,1.0,1.0,fakeWallSouth,2.707 1.760 -1.043,-0.049 0.004 -0.999,0.033 -0.027 -0.999,2.732 1.734 -2.297,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,127.227 121.111,274.189 130.867,,,,,,4.0
15:07:41:293,29.6242,0,RTdata,-6.023 0.351 -6.305,359.768 10.846 356.455,0.104 -0.025 0.994,1.0,1.0,fakeWallSouth,2.720 1.759 -1.060,-0.046 0.004 -0.999,0.039 -0.025 -0.999,2.750 1.737 -2.200,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,127.294 120.934,273.542 130.572,,,,,,4.0
15:07:41:326,29.65757,0,RTdata,-6.032 0.349 -6.285,359.754 10.663 356.320,0.101 -0.028 0.994,1.0,1.0,fakeWallSouth,2.732 1.757 -1.079,-0.043 0.004 -0.999,0.042 -0.028 -0.999,2.767 1.731 -2.249,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,127.556 120.542,272.133 131.498,,,,,,4.0
15:07:41:359,29.69068,0,RTdata,-6.039 0.347 -6.265,359.705 10.436 356.062,0.095 -0.022 0.995,1.0,1.0,fakeWallSouth,2.742 1.755 -1.098,-0.039 0.005 -0.999,0.048 -0.022 -0.999,2.793 1.731 -2.448,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,126.775 120.540,273.941 130.605,,,,,,4.0
15:07:41:394,29.72449,0,RTdata,-6.045 0.345 -6.244,359.564 10.107 355.663,0.090 0.024 0.996,1.0,1.0,fakeWallSouth,2.751 1.753 -1.118,-0.033 0.008 -0.999,0.053 0.024 -0.998,2.801 1.787 -2.320,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.441,77.024,123.262 120.538,277.735 131.384,5.372,,,,,4.0
15:07:41:426,29.75727,0,RTdata,-6.049 0.343 -6.222,359.294 9.681 355.160,0.079 0.022 0.997,1.0,1.0,fakeWallSouth,2.758 1.751 -1.138,-0.026 0.012 -1.000,0.065 0.022 -0.998,2.825 1.781 -2.396,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.26,90.656,123.789 119.814,276.559 130.992,2.727,,,,,4.0
15:07:41:460,29.79087,0,RTdata,-6.051 0.340 -6.200,358.914 9.157 354.529,0.071 0.029 0.997,1.0,1.0,fakeWallSouth,2.764 1.748 -1.161,-0.016 0.019 -1.000,0.072 0.029 -0.997,2.823 1.778 -2.154,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,124.237 119.619,276.378 131.103,,,,,,4.0
15:07:41:493,29.82434,0,RTdata,-6.052 0.337 -6.176,358.527 8.542 353.823,0.060 0.031 0.998,1.0,1.0,fakeWallSouth,2.768 1.745 -1.184,-0.006 0.026 -1.000,0.083 0.031 -0.996,2.843 1.779 -2.258,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,124.875 119.433,275.764 130.813,,,,,,4.0
15:07:41:529,29.85744,0,RTdata,-6.052 0.335 -6.151,358.212 7.863 353.063,0.089 0.033 0.996,1.0,1.0,fakeWallSouth,2.771 1.743 -1.208,0.006 0.031 -0.999,0.055 0.033 -0.998,2.832 1.791 -2.673,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.888,188.721,122.134 122.797,273.821 126.703,53.004,,,,,4.0
15:07:41:560,29.89112,0,RTdata,-6.052 0.333 -6.126,357.988 7.080 352.273,0.229 0.039 0.973,1.0,1.0,fakeWallSouth,2.775 1.741 -1.233,0.020 0.035 -0.999,-0.088 0.039 -0.995,2.631 1.800 -2.591,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,8.729,20.113,113.260 137.317,266.440 115.355,84.211,,,,,4.0
15:07:41:593,29.92422,0,RTdata,-6.051 0.332 -6.100,357.860 6.265 351.440,0.215 0.051 0.975,1.0,1.0,fakeWallSouth,2.777 1.740 -1.259,0.034 0.037 -0.999,-0.073 0.051 -0.996,2.662 1.812 -2.524,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.151,144.946,112.862 136.359,266.737 114.735,4.521,,,,,4.0
15:07:41:626,29.95777,0,RTdata,-6.050 0.334 -6.073,357.753 5.435 350.696,0.194 0.053 0.979,1.0,1.0,fakeWallSouth,2.780 1.742 -1.286,0.048 0.039 -0.998,-0.052 0.053 -0.997,2.691 1.815 -2.555,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,112.856 135.687,268.680 114.879,,,,,,4.0
15:07:41:660,29.99158,0,RTdata,-6.048 0.337 -6.046,357.578 4.716 349.997,0.184 0.063 0.981,1.0,1.0,fakeWallSouth,2.782 1.745 -1.313,0.061 0.042 -0.997,-0.042 0.063 -0.997,2.713 1.823 -2.513,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,112.731 135.406,269.218 115.033,,,,,,4.0
15:07:41:693,30.02456,0,RTdata,-6.047 0.341 -6.019,357.530 4.175 349.453,0.173 0.058 0.983,1.0,1.0,fakeWallSouth,2.785 1.749 -1.339,0.070 0.043 -0.997,-0.031 0.058 -0.998,2.730 1.825 -2.583,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,113.018 134.731,268.977 116.211,,,,,,4.0
15:07:41:726,30.05802,0,RTdata,-6.045 0.344 -5.993,357.776 3.865 349.134,0.164 0.057 0.985,1.0,1.0,fakeWallSouth,2.787 1.752 -1.366,0.076 0.039 -0.996,-0.021 0.057 -0.998,2.752 1.828 -2.532,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,113.727 133.914,270.263 115.489,,,,,,4.0
15:07:41:761,30.09159,0,RTdata,-6.045 0.345 -5.967,358.191 3.925 349.158,0.158 0.054 0.986,1.0,1.0,fakeWallSouth,2.790 1.753 -1.392,0.075 0.032 -0.997,-0.016 0.054 -0.998,2.767 1.834 -2.627,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,113.845 132.904,271.063 116.174,,,,,,4.0
15:07:41:794,30.12487,0,RTdata,-6.044 0.345 -5.941,358.586 4.524 349.353,0.164 0.056 0.985,1.0,1.0,fakeWallSouth,2.793 1.753 -1.417,0.064 0.025 -0.998,-0.022 0.056 -0.998,2.775 1.832 -2.561,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,113.554 131.631,272.498 116.802,,,,,,4.0
15:07:41:826,30.15789,0,RTdata,-6.043 0.345 -5.917,359.052 5.621 349.647,0.168 0.053 0.984,1.0,1.0,fakeWallSouth,2.796 1.753 -1.442,0.045 0.017 -0.999,-0.025 0.053 -0.998,2.784 1.827 -2.544,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,113.796 130.303,273.683 117.980,,,,,,4.0
15:07:41:861,30.19164,0,RTdata,-6.042 0.344 -5.892,359.794 7.116 350.142,0.169 0.052 0.984,1.0,1.0,fakeWallSouth,2.799 1.752 -1.466,0.019 0.004 -1.000,-0.027 0.052 -0.998,2.792 1.828 -2.539,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.513,162.402,114.545 128.663,274.773 119.782,15.375,,,,,4.0
15:07:41:894,30.225,0,RTdata,-6.042 0.344 -5.868,0.845 8.899 350.774,0.183 0.041 0.982,1.0,1.0,fakeWallSouth,2.802 1.752 -1.490,-0.012 -0.015 -1.000,-0.041 0.041 -0.998,2.782 1.836 -2.812,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.554,153.916,114.835 127.031,276.525 121.647,16.072,,,,,4.0
15:07:41:927,30.25867,0,RTdata,-6.042 0.345 -5.844,2.006 10.911 351.600,0.198 0.026 0.980,1.0,1.0,fakeWallSouth,2.805 1.753 -1.513,-0.047 -0.035 -0.998,-0.056 0.026 -0.998,2.771 1.818 -2.808,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,2.598,147.882,115.321 125.355,278.626 123.178,20.3,,,,,4.0
15:07:41:960,30.29151,0,RTdata,-6.042 0.345 -5.822,2.909 13.101 352.501,0.216 0.024 0.976,1.0,1.0,fakeWallSouth,2.808 1.753 -1.536,-0.085 -0.051 -0.995,-0.075 0.024 -0.997,2.761 1.803 -2.644,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,3.703,147.626,114.931 124.105,280.564 125.051,14.466,,,,,4.0
15:07:41:994,30.32522,0,RTdata,-6.042 0.345 -5.799,3.493 15.625 353.411,0.323 -0.001 0.946,1.0,1.0,fakeWallSouth,2.811 1.753 -1.558,-0.129 -0.061 -0.990,-0.184 -0.001 -0.983,2.620 1.769 -2.827,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,3.108,4.71,112.443 130.628,274.230 120.364,93.252,,,,,4.0
15:07:42:027,30.35872,0,RTdata,-6.041 0.344 -5.777,3.847 18.390 354.268,0.544 -0.079 0.835,1.0,1.0,fakeWallSouth,2.814 1.752 -1.580,-0.176 -0.067 -0.982,-0.419 -0.079 -0.905,2.348 1.664 -2.694,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,12.835,0.989,107.182 153.784,259.501 108.654,138.151,,,,,4.0
15:07:42:061,30.39215,0,RTdata,-6.040 0.342 -5.755,4.164 21.291 355.032,0.690 -0.120 0.714,1.0,1.0,fakeWallSouth,2.816 1.750 -1.602,-0.226 -0.073 -0.972,-0.580 -0.120 -0.805,2.175 1.616 -2.563,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,3.421,346.105,106.475 172.201,246.667 101.848,102.629,,,,,4.0
15:07:42:086,30.4174,0,RTdata,-6.040 0.340 -5.739,4.427 23.502 355.566,0.761 -0.124 0.637,1.0,1.0,fakeWallSouth,2.818 1.748 -1.618,-0.263 -0.077 -0.962,-0.662 -0.124 -0.739,1.757 1.548 -2.875,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,6.937,346.337,106.541 180.778,240.252 98.056,33.841,,,,,4.0
15:07:42:111,30.44228,0,RTdata,-6.039 0.338 -5.722,4.711 25.634 356.077,0.785 -0.128 0.606,1.0,1.0,fakeWallSouth,2.820 1.746 -1.635,-0.298 -0.082 -0.951,-0.691 -0.128 -0.712,2.135 1.620 -2.388,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,6.533,344.138,107.140 179.771,240.466 96.859,14.409,,,,,4.0
15:07:42:144,30.47546,0,RTdata,-6.039 0.335 -5.700,5.129 28.296 356.771,0.783 -0.142 0.606,1.0,1.0,fakeWallSouth,2.823 1.744 -1.657,-0.342 -0.089 -0.935,-0.688 -0.142 -0.712,1.433 1.454 -3.207,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,3.833,332.01,108.763 172.889,241.714 96.726,36.169,,,,,4.0
15:07:42:178,30.50869,0,RTdata,-6.039 0.333 -5.677,5.539 30.770 357.422,0.789 -0.159 0.593,1.0,1.0,fakeWallSouth,2.826 1.741 -1.680,-0.382 -0.097 -0.919,-0.696 -0.159 -0.700,1.435 1.423 -3.177,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.974,304.477,109.599 167.406,243.783 97.361,35.527,,,,,4.0
15:07:42:212,30.5426,0,RTdata,-6.040 0.330 -5.653,5.786 33.231 357.944,0.797 -0.139 0.588,1.0,1.0,fakeWallSouth,2.830 1.738 -1.703,-0.421 -0.101 -0.902,-0.704 -0.139 -0.696,1.315 1.438 -3.304,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.719,240.331,110.361 162.656,245.865 98.383,27.78,,,,,4.0
15:07:42:245,30.57605,0,RTdata,-6.041 0.326 -5.629,5.801 35.697 358.319,0.803 -0.158 0.575,1.0,1.0,fakeWallSouth,2.835 1.734 -1.726,-0.459 -0.101 -0.883,-0.712 -0.158 -0.684,1.312 1.388 -3.291,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,3.152,207.113,111.298 157.978,248.188 99.736,29.642,,,,,4.0
15:07:42:278,30.60904,0,RTdata,-6.043 0.322 -5.606,5.667 38.304 358.664,0.805 -0.141 0.576,1.0,1.0,fakeWallSouth,2.840 1.730 -1.749,-0.499 -0.099 -0.861,-0.714 -0.141 -0.686,1.374 1.431 -3.260,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,4.909,197.187,112.366 153.508,249.874 101.598,28.379,,,,,4.0
15:07:42:312,30.64272,0,RTdata,-6.045 0.319 -5.582,5.493 41.117 359.104,0.813 -0.145 0.564,1.0,1.0,fakeWallSouth,2.846 1.727 -1.772,-0.541 -0.096 -0.836,-0.724 -0.145 -0.674,1.235 1.388 -3.395,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,6.856,196.381,114.548 149.288,251.597 103.939,29.481,,,,,4.0
15:07:42:345,30.67576,0,RTdata,-6.048 0.315 -5.559,5.430 43.812 359.597,0.815 -0.155 0.559,1.0,1.0,fakeWallSouth,2.852 1.723 -1.795,-0.579 -0.095 -0.809,-0.726 -0.155 -0.669,1.229 1.366 -3.409,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,8.856,195.937,116.796 144.954,253.530 106.489,32.228,,,,,4.0
15:07:42:378,30.70909,0,RTdata,-6.053 0.310 -5.535,5.524 46.227 359.936,0.803 -0.162 0.573,1.0,1.0,fakeWallSouth,2.860 1.718 -1.818,-0.613 -0.096 -0.784,-0.713 -0.162 -0.682,0.487 1.171 -4.255,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,11.336,196.506,119.962 139.796,256.743 111.134,50.526,,,,,4.0
15:07:42:411,30.74219,0,RTdata,-6.058 0.307 -5.512,5.695 48.047 0.092,0.758 -0.183 0.626,1.0,1.0,fakeWallSouth,2.869 1.715 -1.840,-0.637 -0.099 -0.764,-0.660 -0.183 -0.728,-1.273 0.556 -6.675,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,125.992 131.992,260.731 119.988,,,,,,4.0
15:07:42:445,30.77622,0,RTdata,-6.064 0.308 -5.486,5.854 49.245 359.965,0.753 -0.187 0.631,1.0,1.0,fakeWallSouth,2.879 1.716 -1.865,-0.653 -0.102 -0.750,-0.655 -0.187 -0.732,-0.489 0.755 -5.749,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.89,185.799,126.691 129.937,262.554 122.264,11.502,,,,,4.0
15:07:42:478,30.80924,0,RTdata,-6.071 0.312 -5.460,5.954 49.792 359.861,0.748 -0.188 0.637,1.0,1.0,fakeWallSouth,2.889 1.720 -1.890,-0.660 -0.104 -0.744,-0.649 -0.188 -0.737,-0.550 0.725 -5.836,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,2.171,147.706,127.251 128.734,264.494 123.712,12.535,,,,,4.0
15:07:42:512,30.84321,0,RTdata,-6.077 0.318 -5.431,5.868 49.914 0.333,0.747 -0.184 0.638,1.0,1.0,fakeWallSouth,2.899 1.726 -1.917,-0.662 -0.102 -0.743,-0.649 -0.184 -0.739,-0.602 0.734 -5.890,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,127.419 129.125,265.249 125.318,,,,,,4.0
15:07:42:545,30.87617,0,RTdata,-6.082 0.323 -5.404,5.465 49.906 1.057,0.747 -0.184 0.638,0.0,0.0,fakeWallSouth,2.907 1.731 -1.944,-0.662 -0.095 -0.743,-0.649 -0.184 -0.739,-0.602 0.734 -5.890,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,0.000 0.000,240.385 136.874,,,,,,4.0
15:07:42:578,30.90948,0,RTdata,-6.084 0.326 -5.376,4.794 50.045 1.339,0.747 -0.184 0.638,0.0,0.0,fakeWallSouth,2.914 1.734 -1.971,-0.665 -0.084 -0.743,-0.649 -0.184 -0.739,-0.602 0.734 -5.890,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,0.000 0.000,235.905 124.144,,,,,,4.0
15:07:42:612,30.94332,0,RTdata,-6.084 0.328 -5.348,3.999 50.384 1.069,0.747 -0.184 0.638,0.0,0.0,fakeWallSouth,2.918 1.736 -1.999,-0.670 -0.070 -0.739,-0.649 -0.184 -0.739,-0.602 0.734 -5.890,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,133.546 148.346,238.807 118.271,,,,,,4.0
15:07:42:646,30.97667,0,RTdata,-6.081 0.330 -5.321,3.419 50.911 0.707,0.747 -0.184 0.638,0.0,0.0,fakeWallSouth,2.919 1.738 -2.026,-0.677 -0.060 -0.734,-0.649 -0.184 -0.739,-0.602 0.734 -5.890,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,129.545 149.345,238.856 115.361,,,,,,4.0
15:07:42:679,31.00996,0,RTdata,-6.076 0.331 -5.293,3.234 51.542 0.148,0.747 -0.184 0.638,0.0,0.0,fakeWallSouth,2.918 1.739 -2.054,-0.685 -0.056 -0.726,-0.649 -0.184 -0.739,-0.602 0.734 -5.890,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,132.220 149.146,237.752 114.320,,,,,,4.0
15:07:42:712,31.04318,0,RTdata,-6.069 0.331 -5.266,3.568 52.195 359.541,0.747 -0.184 0.638,0.0,0.0,fakeWallSouth,2.915 1.739 -2.082,-0.693 -0.062 -0.718,-0.649 -0.184 -0.739,-0.602 0.734 -5.890,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,133.223 148.902,237.586 113.999,,,,,,4.0
