Timestamp,AppTime,GlobalBlock,Type,HeadPos,HeadRot(pitch yaw roll),EyeDirection,LeftEyeOpen,RightEyeOpen,EyeTarget,HeadPosAnchored,HeadForthAnchored,EyeDirectionAnchored,FixationPointAnchored,optiRbodyposA,optiRbodyposB,optiRbodyrotA,optiRbodyrotB,AmplitudeDeg,DirectionRadial,EyeLeft,EyeRight,VelocityDegps,Message,BlockNum,RoundNum,BlockType,CoinSetID
13:55:50:241,63.5276,0,Event,,,,0.0,0.0,none,,,,,,,,,,,,,,Started Experiment,,,,
13:55:50:241,63.5276,0,Event,,,,0.0,0.0,none,,,,,,,,,,,,,,coinsetID:4 absolute and delta(local position),,,,4.0
13:55:50:242,63.5276,0,Event,,,,0.0,0.0,none,,,,,,,,,,,,,,coinpoint0:  x: -6.735979 y: -1.426303 z: -5.591428 deltax:3 deltay:0 deltaz:-0.5,,,,4.0
13:55:50:242,63.5276,0,Event,,,,0.0,0.0,none,,,,,,,,,,,,,,coinpoint1:  x: -4.086181 y: -1.426303 z: -9.363506 deltax:-0.5 deltay:0 deltaz:2.5,,,,4.0
13:55:50:243,63.5276,0,Event,,,,0.0,0.0,none,,,,,,,,,,,,,,coinpoint2:  x: -0.8628385 y: -1.426303 z: -4.819272 deltax:-2.5 deltay:0 deltaz:-2.7,,,,4.0
13:55:50:243,63.5276,0,Event,,,,0.0,0.0,none,,,,,,,,,,,,,,Mark should happen if checked on terminal.,,,,4.0
13:55:50:269,63.66231,0,RTdata,-3.973 0.446 -6.791,16.412 187.972 357.291,-0.120 -0.325 -0.938,1.0,1.0,fakeGround,0.026 1.872 -0.021,-0.106 -0.283 0.953,-0.115 -0.325 0.939,-0.099 1.524 0.990,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.0,0.0,0.000 0.000,0.000 0.000,0.0,,,,,4.0
13:55:50:291,63.69444,0,RTdata,-3.974 0.446 -6.792,16.434 187.984 357.277,-0.136 -0.450 -0.882,1.0,1.0,fakeGround,0.027 1.872 -0.019,-0.106 -0.283 0.953,-0.086 -0.450 0.889,-0.116 1.135 1.440,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,154.172 147.125,219.548 142.025,,,,,,4.0
13:55:50:324,63.72785,0,RTdata,-3.975 0.446 -6.793,16.477 187.971 357.264,-0.134 -0.456 -0.880,1.0,1.0,fakeGround,0.027 1.872 -0.018,-0.106 -0.284 0.953,-0.088 -0.456 0.886,-0.132 1.049 1.588,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.551,182.059,154.521 145.828,219.119 141.687,5.48,,,,,4.0
13:55:50:358,63.76131,0,RTdata,-3.976 0.446 -6.795,16.514 187.943 357.244,-0.136 -0.452 -0.882,1.0,1.0,fakeGround,0.028 1.872 -0.017,-0.106 -0.284 0.953,-0.086 -0.452 0.888,-0.125 1.073 1.557,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,154.540 145.151,219.258 140.835,,,,,,4.0
13:55:50:391,63.79449,0,RTdata,-3.976 0.446 -6.796,16.566 187.887 357.234,-0.137 -0.452 -0.881,1.0,1.0,fakeGround,0.028 1.872 -0.015,-0.107 -0.285 0.952,-0.085 -0.452 0.888,-0.106 1.158 1.392,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,154.641 144.626,219.314 140.232,,,,,,4.0
13:55:50:425,63.82803,0,RTdata,-3.977 0.446 -6.798,16.665 187.804 357.259,-0.132 -0.452 -0.882,1.0,1.0,fakeGround,0.029 1.872 -0.013,-0.109 -0.287 0.952,-0.090 -0.452 0.888,-0.147 0.987 1.737,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,154.599 144.297,219.595 139.721,,,,,,4.0
13:55:50:458,63.86144,0,RTdata,-3.978 0.446 -6.799,16.752 187.715 357.296,-0.127 -0.452 -0.883,1.0,1.0,fakeGround,0.029 1.872 -0.011,-0.110 -0.288 0.951,-0.096 -0.452 0.887,-0.127 1.131 1.452,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,154.382 144.066,219.521 139.182,,,,,,4.0
13:55:50:492,63.89493,0,RTdata,-3.979 0.446 -6.801,16.847 187.651 357.309,-0.131 -0.453 -0.882,1.0,1.0,fakeGround,0.030 1.872 -0.010,-0.111 -0.290 0.951,-0.091 -0.453 0.887,-0.163 0.907 1.892,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,154.264 144.071,219.304 138.958,,,,,,4.0
13:55:50:524,63.92781,0,RTdata,-3.980 0.446 -6.802,16.954 187.610 357.313,-0.136 -0.455 -0.880,1.0,1.0,fakeGround,0.031 1.872 -0.008,-0.112 -0.292 0.950,-0.086 -0.455 0.886,-0.114 1.103 1.499,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,153.941 143.917,219.359 138.522,,,,,,4.0
13:55:50:558,63.96167,0,RTdata,-3.982 0.445 -6.803,17.051 187.595 357.332,-0.127 -0.455 -0.881,1.0,1.0,fakeGround,0.032 1.872 -0.006,-0.112 -0.293 0.949,-0.094 -0.455 0.885,-0.124 1.129 1.446,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,153.824 143.902,219.560 138.313,,,,,,4.0
13:55:50:592,63.99508,0,RTdata,-3.983 0.445 -6.805,17.100 187.600 357.349,-0.132 -0.453 -0.882,1.0,1.0,fakeGround,0.033 1.871 -0.005,-0.112 -0.294 0.949,-0.090 -0.453 0.887,-0.128 1.073 1.563,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,153.614 143.920,219.543 138.324,,,,,,4.0
13:55:50:625,64.02834,0,RTdata,-3.984 0.445 -6.805,17.108 187.613 357.365,-0.190 -0.390 -0.901,1.0,1.0,fakeGround,0.034 1.871 -0.004,-0.111 -0.294 0.949,-0.039 -0.390 0.920,-0.035 1.198 1.590,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,6.501,64.453,138.843 149.682,227.503 133.062,146.463,,,,,4.0
13:55:50:658,64.06155,0,RTdata,-3.986 0.445 -6.806,17.090 187.612 357.358,-0.210 -0.294 -0.932,1.0,1.0,fakeGround,0.035 1.871 -0.003,-0.112 -0.294 0.949,-0.027 -0.294 0.955,-0.008 1.404 1.516,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,128.489 150.436,237.782 129.814,,,,,,4.0
13:55:50:692,64.0951,0,RTdata,-3.988 0.445 -6.807,17.019 187.613 357.313,-0.219 -0.312 -0.925,1.0,1.0,fakeGround,0.037 1.871 -0.002,-0.112 -0.293 0.950,-0.017 -0.312 0.950,0.016 1.502 1.122,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.598,201.104,129.307 149.227,236.782 129.016,5.669,,,,,4.0
13:55:50:725,64.12855,0,RTdata,-3.990 0.445 -6.807,16.906 187.623 357.232,-0.215 -0.311 -0.926,1.0,1.0,fakeGround,0.038 1.871 -0.001,-0.111 -0.291 0.950,-0.021 -0.311 0.950,0.014 1.522 1.062,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,129.548 148.624,236.447 128.357,,,,,,4.0
13:55:50:759,64.16193,0,RTdata,-3.992 0.445 -6.807,16.784 187.647 357.148,-0.215 -0.313 -0.925,1.0,1.0,fakeGround,0.040 1.871 0.000,-0.111 -0.289 0.951,-0.020 -0.313 0.950,0.017 1.527 1.042,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,129.736 148.275,236.162 127.951,,,,,,4.0
13:55:50:792,64.19553,0,RTdata,-3.994 0.445 -6.807,16.646 187.711 357.085,-0.217 -0.312 -0.925,1.0,1.0,fakeGround,0.042 1.871 0.000,-0.110 -0.286 0.952,-0.018 -0.312 0.950,0.020 1.529 1.041,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,129.864 147.966,235.900 127.588,,,,,,4.0
13:55:50:826,64.22866,0,RTdata,-3.996 0.445 -6.808,16.490 187.808 357.032,-0.211 -0.298 -0.931,1.0,1.0,fakeGround,0.045 1.871 0.001,-0.109 -0.284 0.953,-0.026 -0.298 0.954,0.004 1.442 1.369,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,130.064 147.687,235.766 127.502,,,,,,4.0
13:55:50:859,64.26231,0,RTdata,-3.999 0.445 -6.808,16.343 187.918 356.959,-0.213 -0.296 -0.931,1.0,1.0,fakeGround,0.047 1.871 0.002,-0.107 -0.281 0.954,-0.024 -0.296 0.955,0.008 1.440 1.382,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,130.155 147.409,235.859 127.296,,,,,,4.0
13:55:50:892,64.29538,0,RTdata,-4.001 0.444 -6.808,16.285 188.011 356.853,-0.129 -0.294 -0.947,1.0,1.0,fakeGround,0.049 1.871 0.002,-0.105 -0.280 0.954,-0.109 -0.294 0.950,-0.489 0.440 4.606,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,5.137,185.662,137.902 135.867,239.819 138.615,154.105,,,,,4.0
13:55:50:926,64.32909,0,RTdata,-4.004 0.444 -6.808,16.269 188.112 356.744,0.002 -0.270 -0.963,1.0,1.0,fakeGround,0.052 1.870 0.003,-0.104 -0.280 0.954,-0.240 -0.270 0.932,-0.232 1.558 1.085,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,140.745 124.287,250.485 155.637,,,,,,4.0
13:55:50:959,64.36227,0,RTdata,-4.006 0.443 -6.808,16.250 188.192 356.645,0.007 -0.290 -0.957,1.0,1.0,fakeGround,0.054 1.870 0.004,-0.102 -0.280 0.955,-0.243 -0.290 0.925,-0.172 1.606 0.847,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.339,153.825,140.556 123.481,249.675 153.225,6.189,,,,,4.0
13:55:50:993,64.39594,0,RTdata,-4.008 0.443 -6.808,16.256 188.276 356.560,0.000 -0.280 -0.960,1.0,1.0,fakeGround,0.056 1.869 0.004,-0.101 -0.280 0.955,-0.237 -0.280 0.930,-0.204 1.568 1.007,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,140.518 122.825,249.836 152.221,,,,,,4.0
13:55:51:025,64.42895,0,RTdata,-4.010 0.442 -6.808,16.208 188.366 356.505,-0.011 -0.268 -0.963,1.0,1.0,fakeGround,0.058 1.868 0.005,-0.099 -0.279 0.955,-0.227 -0.268 0.936,-0.239 1.523 1.210,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,140.520 122.450,249.624 151.610,,,,,,4.0
13:55:51:059,64.46249,0,RTdata,-4.013 0.441 -6.808,16.083 188.459 356.496,-0.007 -0.270 -0.963,1.0,1.0,fakeGround,0.060 1.868 0.005,-0.098 -0.277 0.956,-0.232 -0.270 0.934,-0.201 1.567 1.039,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,140.783 122.006,250.007 151.195,,,,,,4.0
13:55:51:092,64.49572,0,RTdata,-4.014 0.441 -6.807,15.918 188.564 356.489,-0.010 -0.266 -0.964,1.0,1.0,fakeGround,0.062 1.867 0.005,-0.096 -0.274 0.957,-0.228 -0.266 0.937,-0.197 1.568 1.052,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,140.654 121.669,250.381 151.178,,,,,,4.0
13:55:51:126,64.52924,0,RTdata,-4.016 0.441 -6.807,15.733 188.657 356.496,-0.009 -0.266 -0.964,1.0,1.0,fakeGround,0.064 1.867 0.005,-0.095 -0.271 0.958,-0.230 -0.266 0.936,-0.208 1.554 1.102,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,140.522 121.611,250.443 151.329,,,,,,4.0
13:55:51:159,64.56277,0,RTdata,-4.017 0.441 -6.806,15.549 188.733 356.550,-0.010 -0.265 -0.964,1.0,1.0,fakeGround,0.065 1.867 0.005,-0.094 -0.268 0.959,-0.228 -0.265 0.937,-0.198 1.562 1.078,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,140.655 121.688,250.416 151.329,,,,,,4.0
13:55:51:193,64.59602,0,RTdata,-4.018 0.441 -6.805,15.375 188.809 356.611,-0.019 -0.256 -0.967,1.0,1.0,fakeGround,0.067 1.867 0.004,-0.092 -0.265 0.960,-0.220 -0.256 0.941,-0.279 1.466 1.465,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,140.678 121.540,250.356 151.475,,,,,,4.0
13:55:51:226,64.62965,0,RTdata,-4.019 0.441 -6.804,15.225 188.887 356.679,-0.020 -0.257 -0.966,1.0,1.0,fakeGround,0.068 1.867 0.004,-0.091 -0.263 0.961,-0.219 -0.257 0.941,-0.266 1.478 1.420,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,141.078 121.515,249.986 151.497,,,,,,4.0
13:55:51:259,64.66299,0,RTdata,-4.020 0.441 -6.803,15.114 188.962 356.738,-0.020 -0.256 -0.966,1.0,1.0,fakeGround,0.069 1.867 0.003,-0.090 -0.261 0.961,-0.220 -0.256 0.941,-0.224 1.527 1.245,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,141.089 121.579,250.060 151.589,,,,,,4.0
13:55:51:293,64.69617,0,RTdata,-4.021 0.441 -6.803,15.034 189.051 356.766,-0.023 -0.267 -0.963,1.0,1.0,fakeGround,0.070 1.867 0.002,-0.089 -0.259 0.962,-0.215 -0.267 0.939,-0.116 1.639 0.802,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.663,19.273,138.773 125.029,248.388 149.080,49.883,,,,,4.0
13:55:51:327,64.72971,0,RTdata,-4.021 0.441 -6.801,14.957 189.168 356.788,-0.229 -0.258 -0.939,1.0,1.0,fakeGround,0.071 1.867 0.001,-0.087 -0.258 0.962,-0.010 -0.258 0.966,0.047 1.315 2.065,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,10.728,185.242,127.660 144.147,241.834 131.085,104.944,,,,,4.0
13:55:51:360,64.76305,0,RTdata,-4.022 0.441 -6.800,14.867 189.276 356.812,-0.217 -0.245 -0.945,1.0,1.0,fakeGround,0.071 1.868 0.000,-0.085 -0.257 0.963,-0.023 -0.245 0.969,0.043 1.579 1.144,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.196,158.651,127.666 142.661,242.053 131.515,5.875,,,,,4.0
13:55:51:394,64.79732,0,RTdata,-4.022 0.442 -6.799,14.747 189.381 356.845,-0.220 -0.243 -0.945,1.0,1.0,fakeGround,0.072 1.868 -0.001,-0.083 -0.255 0.963,-0.020 -0.243 0.970,0.051 1.620 0.989,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,127.586 142.187,242.332 130.810,,,,,,4.0
13:55:51:427,64.8299,0,RTdata,-4.022 0.442 -6.798,14.623 189.480 356.889,-0.219 -0.239 -0.946,1.0,1.0,fakeGround,0.072 1.868 -0.002,-0.081 -0.252 0.964,-0.022 -0.239 0.971,0.051 1.646 0.900,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,127.820 142.056,242.087 130.652,,,,,,4.0
13:55:51:460,64.86362,0,RTdata,-4.022 0.443 -6.797,14.493 189.567 356.940,-0.216 -0.239 -0.947,1.0,1.0,fakeGround,0.072 1.869 -0.003,-0.080 -0.250 0.965,-0.025 -0.239 0.971,0.050 1.655 0.868,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,128.114 141.429,241.880 130.346,,,,,,4.0
13:55:51:493,64.89673,0,RTdata,-4.022 0.443 -6.796,14.415 189.628 356.968,-0.223 -0.238 -0.945,1.0,1.0,fakeWallNorth,0.073 1.869 -0.003,-0.079 -0.249 0.965,-0.018 -0.238 0.971,0.055 1.631 0.971,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,128.180 141.570,241.798 130.199,,,,,,4.0
13:55:51:527,64.93018,0,RTdata,-4.022 0.443 -6.796,14.385 189.673 356.981,-0.227 -0.236 -0.945,1.0,1.0,fakeWallNorth,0.073 1.870 -0.004,-0.078 -0.248 0.965,-0.013 -0.236 0.972,0.062 1.674 0.807,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.616,2.813,126.847 145.231,240.382 128.703,48.494,,,,,4.0
13:55:51:560,64.96345,0,RTdata,-4.022 0.443 -6.795,14.408 189.702 357.006,-0.368 -0.240 -0.899,1.0,1.0,fakeGround,0.073 1.870 -0.005,-0.078 -0.249 0.965,0.134 -0.240 0.962,0.301 1.464 1.627,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,6.035,176.456,119.172 164.221,232.270 116.420,85.412,,,,,4.0
13:55:51:593,64.9971,0,RTdata,-4.022 0.443 -6.795,14.473 189.727 357.017,-0.360 -0.237 -0.902,1.0,1.0,fakeGround,0.072 1.870 -0.005,-0.077 -0.250 0.965,0.126 -0.237 0.963,0.216 1.604 1.082,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.083,184.759,119.145 162.990,233.040 116.443,2.478,,,,,4.0
13:55:51:627,65.03024,0,RTdata,-4.021 0.443 -6.795,14.536 189.704 356.969,-0.356 -0.231 -0.906,1.0,1.0,fakeWallNorth,0.072 1.870 -0.005,-0.078 -0.251 0.965,0.121 -0.231 0.965,0.233 1.568 1.263,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,0.192,79.81,118.616 163.159,233.234 116.136,6.828,,,,,4.0
13:55:51:660,65.06364,0,RTdata,-4.021 0.443 -6.794,14.690 189.756 357.006,-0.362 -0.235 -0.902,1.0,1.0,fakeWallNorth,0.072 1.869 -0.005,-0.077 -0.254 0.964,0.128 -0.235 0.964,0.212 1.615 1.047,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,118.089 163.118,233.315 115.523,,,,,,4.0
13:55:51:693,65.09705,0,RTdata,-4.021 0.443 -6.794,14.911 189.933 356.933,-0.366 -0.233 -0.901,1.0,1.0,fakeWallNorth,0.072 1.869 -0.006,-0.074 -0.257 0.964,0.132 -0.233 0.963,0.220 1.611 1.076,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,117.494 162.914,233.525 114.818,,,,,,4.0
13:55:51:727,65.13053,0,RTdata,-4.021 0.443 -6.794,15.115 190.042 356.813,-0.364 -0.245 -0.899,1.0,1.0,fakeGround,0.072 1.869 -0.006,-0.072 -0.261 0.963,0.130 -0.245 0.961,0.209 1.615 1.002,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,117.314 162.443,234.068 114.305,,,,,,4.0
13:55:51:760,65.16376,0,RTdata,-4.020 0.443 -6.794,15.291 190.075 356.719,-0.367 -0.246 -0.897,1.0,1.0,fakeGround,0.071 1.869 -0.006,-0.071 -0.264 0.962,0.134 -0.246 0.960,0.211 1.618 0.987,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,116.715 162.460,234.522 114.065,,,,,,4.0
13:55:51:794,65.1972,0,RTdata,-4.019 0.443 -6.794,15.412 190.163 356.665,-0.364 -0.238 -0.901,1.0,1.0,fakeGround,0.070 1.869 -0.007,-0.070 -0.266 0.962,0.130 -0.238 0.963,0.223 1.594 1.121,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,116.401 162.104,234.786 113.896,,,,,,4.0
13:55:51:828,65.23102,0,RTdata,-4.018 0.443 -6.793,15.532 190.333 356.678,-0.369 -0.250 -0.895,1.0,1.0,fakeGround,0.069 1.869 -0.007,-0.067 -0.268 0.961,0.136 -0.250 0.959,0.214 1.606 1.009,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,116.491 161.805,235.060 114.054,,,,,,4.0
13:55:51:861,65.26407,0,RTdata,-4.017 0.443 -6.793,15.582 190.534 356.763,-0.373 -0.251 -0.893,1.0,1.0,fakeGround,0.068 1.870 -0.008,-0.063 -0.269 0.961,0.140 -0.251 0.958,0.213 1.612 0.978,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,116.554 161.847,234.995 114.036,,,,,,4.0
13:55:51:894,65.29752,0,RTdata,-4.016 0.444 -6.792,15.594 190.750 356.880,-0.380 -0.258 -0.888,1.0,1.0,fakeGround,0.067 1.870 -0.009,-0.060 -0.269 0.961,0.148 -0.258 0.955,0.319 1.430 1.625,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,117.589 160.348,235.193 115.093,,,,,,4.0
13:55:51:927,65.33054,0,RTdata,-4.014 0.444 -6.792,15.578 190.975 356.999,-0.122 -0.291 -0.949,1.0,1.0,fakeGround,0.066 1.871 -0.010,-0.056 -0.269 0.962,-0.116 -0.291 0.950,-0.363 0.814 3.443,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,14.553,193.93,140.536 133.267,241.821 145.202,226.485,,,,,4.0
13:55:51:961,65.36413,0,RTdata,-4.013 0.445 -6.791,15.491 191.194 357.079,0.013 -0.307 -0.952,1.0,1.0,fakeGround,0.065 1.871 -0.011,-0.052 -0.267 0.962,-0.248 -0.307 0.919,-0.170 1.582 0.856,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,18.788,181.813,148.779 125.140,244.084 160.048,184.709,,,,,4.0
13:55:51:994,65.39755,0,RTdata,-4.011 0.445 -6.791,15.445 191.373 357.118,0.012 -0.322 -0.947,1.0,1.0,fakeGround,0.063 1.872 -0.012,-0.049 -0.266 0.963,-0.246 -0.322 0.914,-0.149 1.596 0.775,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,1.516,203.222,150.964 122.157,244.822 163.469,4.23,,,,,4.0
13:55:52:028,65.43096,0,RTdata,-4.010 0.446 -6.790,15.407 191.493 357.146,0.003 -0.321 -0.947,1.0,1.0,fakeGround,0.062 1.872 -0.012,-0.047 -0.266 0.963,-0.237 -0.321 0.917,-0.174 1.555 0.898,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,151.161 121.395,244.301 162.790,,,,,,4.0
13:55:52:061,65.46417,0,RTdata,-4.008 0.446 -6.790,15.415 191.559 357.189,-0.003 -0.312 -0.950,1.0,1.0,fakeGround,0.060 1.872 -0.013,-0.046 -0.266 0.963,-0.232 -0.312 0.922,-0.195 1.531 1.002,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,151.119 120.720,244.696 162.385,,,,,,4.0
13:55:52:094,65.49786,0,RTdata,-4.006 0.446 -6.790,15.413 191.563 357.233,-0.004 -0.312 -0.950,1.0,1.0,fakeGround,0.059 1.872 -0.014,-0.046 -0.266 0.963,-0.231 -0.312 0.922,-0.185 1.543 0.962,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,151.003 120.460,244.634 161.893,,,,,,4.0
13:55:52:128,65.53107,0,RTdata,-4.004 0.446 -6.790,15.387 191.541 357.279,-0.014 -0.311 -0.950,1.0,1.0,fakeGround,0.057 1.872 -0.014,-0.047 -0.265 0.963,-0.222 -0.311 0.924,-0.252 1.439 1.278,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,150.903 120.131,244.625 161.590,,,,,,4.0
13:55:52:162,65.56506,0,RTdata,-4.002 0.446 -6.790,15.376 191.506 357.341,-0.011 -0.313 -0.950,1.0,1.0,fakeGround,0.055 1.872 -0.014,-0.047 -0.265 0.963,-0.224 -0.313 0.923,-0.241 1.459 1.209,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,150.839 120.107,244.404 160.991,,,,,,4.0
13:55:52:194,65.59813,0,RTdata,-4.001 0.446 -6.791,15.441 191.418 357.410,-0.012 -0.317 -0.948,1.0,1.0,fakeGround,0.053 1.872 -0.014,-0.049 -0.266 0.963,-0.223 -0.317 0.922,-0.229 1.471 1.161,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,150.743 120.194,244.487 160.731,,,,,,4.0
13:55:52:228,65.63099,0,RTdata,-3.999 0.446 -6.792,15.519 191.269 357.472,-0.006 -0.319 -0.948,1.0,1.0,fakeGround,0.051 1.872 -0.013,-0.051 -0.268 0.962,-0.229 -0.319 0.920,-0.221 1.492 1.092,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,150.588 120.206,244.345 160.491,,,,,,4.0
13:55:52:262,65.66512,0,RTdata,-3.997 0.446 -6.793,15.606 191.046 357.529,-0.003 -0.316 -0.949,1.0,1.0,fakeGround,0.049 1.872 -0.012,-0.055 -0.269 0.962,-0.231 -0.316 0.920,-0.201 1.529 0.995,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,150.274 120.206,244.351 160.006,,,,,,4.0
13:55:52:294,65.69827,0,RTdata,-3.995 0.446 -6.795,15.736 190.791 357.533,0.001 -0.318 -0.948,1.0,1.0,fakeGround,0.047 1.872 -0.011,-0.059 -0.271 0.961,-0.236 -0.318 0.918,-0.252 1.467 1.172,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,,,149.990 120.162,244.514 159.868,,,,,,4.0
